appointment_id,client_id,appointment_date,day_of_week,time_slot,service,booked_on,days_booked_ahead,outcome
A5319,C1196,2024-12-17,Tuesday,6:00 PM,Color,2024-12-10,7,showed
A5320,C1161,2024-12-17,Tuesday,10:30 AM,Highlights,2024-12-16,1,showed
A5321,C1069,2024-12-17,Tuesday,12:00 PM,Balayage,2024-12-10,7,late-cancel
A5322,C1041,2024-12-18,Wednesday,3:00 PM,Blowout,2024-12-17,1,showed
A5323,C1048,2024-12-18,Wednesday,6:00 PM,Haircut,2024-12-17,1,showed
A5324,C1052,2024-12-18,Wednesday,1:30 PM,Color,2024-12-11,7,showed
A5325,C1085,2024-12-18,Wednesday,10:30 AM,Color,2024-12-17,1,no-show
A5326,C1006,2024-12-18,Wednesday,3:00 PM,Balayage,2024-12-17,1,showed
A5327,C1183,2024-12-18,Wednesday,1:30 PM,Color,2024-11-18,30,showed
A5328,C1001,2024-12-18,Wednesday,3:00 PM,Blowout,2024-12-11,7,showed
A5329,C1031,2024-12-19,Thursday,9:00 AM,Haircut,2024-12-16,3,showed
A5330,C1024,2024-12-19,Thursday,6:00 PM,Color,2024-12-16,3,showed
A5331,C1127,2024-12-19,Thursday,1:30 PM,Blowout,2024-12-17,2,showed
A5332,C1148,2024-12-19,Thursday,4:30 PM,Blowout,2024-12-12,7,no-show
A5333,C1003,2024-12-19,Thursday,4:30 PM,Highlights,2024-12-12,7,showed
A5334,C1022,2024-12-19,Thursday,6:00 PM,Blowout,2024-11-28,21,showed
A5335,C1100,2024-12-19,Thursday,9:00 AM,Haircut,2024-12-17,2,showed
A5336,C1151,2024-12-19,Thursday,4:30 PM,Color,2024-12-12,7,showed
A5337,C1025,2024-12-20,Friday,10:30 AM,Balayage,2024-12-13,7,showed
A5338,C1022,2024-12-20,Friday,4:30 PM,Blowout,2024-12-17,3,showed
A5339,C1067,2024-12-20,Friday,10:30 AM,Blowout,2024-12-17,3,showed
A5340,C1005,2024-12-20,Friday,12:00 PM,Haircut,2024-12-18,2,showed
A5341,C1196,2024-12-20,Friday,1:30 PM,Balayage,2024-12-18,2,no-show
A5342,C1083,2024-12-20,Friday,3:00 PM,Blowout,2024-12-17,3,showed
A5343,C1181,2024-12-20,Friday,1:30 PM,Balayage,2024-12-18,2,showed
A5344,C1025,2024-12-20,Friday,10:30 AM,Highlights,2024-12-19,1,showed
A5345,C1036,2024-12-20,Friday,3:00 PM,Haircut,2024-12-13,7,showed
A5346,C1036,2024-12-20,Friday,3:00 PM,Balayage,2024-12-13,7,showed
A5347,C1001,2024-12-20,Friday,1:30 PM,Color,2024-12-19,1,no-show
A5348,C1089,2024-12-21,Saturday,9:00 AM,Balayage,2024-12-14,7,showed
A5349,C1035,2024-12-21,Saturday,6:00 PM,Highlights,2024-12-18,3,showed
A5350,C1080,2024-12-21,Saturday,10:30 AM,Highlights,2024-12-19,2,late-cancel
A5351,C1076,2024-12-21,Saturday,3:00 PM,Haircut,2024-12-20,1,showed
A5352,C1036,2024-12-21,Saturday,12:00 PM,Haircut,2024-12-14,7,showed
A5353,C1018,2024-12-21,Saturday,6:00 PM,Highlights,2024-12-14,7,late-cancel
A5354,C1171,2024-12-21,Saturday,1:30 PM,Haircut,2024-12-07,14,showed
A5355,C1155,2024-12-21,Saturday,9:00 AM,Highlights,2024-12-19,2,late-cancel
A5356,C1022,2024-12-21,Saturday,10:30 AM,Blowout,2024-12-20,1,showed
A5357,C1023,2024-12-21,Saturday,4:30 PM,Color,2024-12-14,7,showed
A5358,C1146,2024-12-21,Saturday,4:30 PM,Balayage,2024-12-14,7,showed
A5359,C1008,2024-12-21,Saturday,12:00 PM,Blowout,2024-12-14,7,late-cancel
A5360,C1189,2024-12-21,Saturday,6:00 PM,Highlights,2024-12-18,3,showed
A5361,C1188,2024-12-23,Monday,6:00 PM,Highlights,2024-12-02,21,showed
A5362,C1079,2024-12-23,Monday,10:30 AM,Balayage,2024-12-16,7,showed
A5363,C1163,2024-12-23,Monday,6:00 PM,Haircut,2024-12-21,2,showed
A5364,C1061,2024-12-23,Monday,1:30 PM,Color,2024-12-22,1,no-show
A5365,C1080,2024-12-24,Tuesday,10:30 AM,Highlights,2024-12-21,3,no-show
A5366,C1143,2024-12-24,Tuesday,9:00 AM,Balayage,2024-12-03,21,showed
A5367,C1042,2024-12-24,Tuesday,6:00 PM,Haircut,2024-12-03,21,showed
A5368,C1118,2024-12-24,Tuesday,10:30 AM,Balayage,2024-12-17,7,late-cancel
A5369,C1101,2024-12-24,Tuesday,4:30 PM,Balayage,2024-12-10,14,showed
A5370,C1103,2024-12-25,Wednesday,6:00 PM,Color,2024-12-04,21,showed
A5371,C1160,2024-12-25,Wednesday,1:30 PM,Blowout,2024-12-11,14,showed
A5372,C1070,2024-12-25,Wednesday,12:00 PM,Balayage,2024-12-11,14,showed
A5373,C1041,2024-12-25,Wednesday,4:30 PM,Color,2024-12-18,7,late-cancel
A5374,C1028,2024-12-25,Wednesday,12:00 PM,Blowout,2024-12-11,14,showed
A5375,C1038,2024-12-25,Wednesday,12:00 PM,Highlights,2024-12-24,1,showed
A5376,C1079,2024-12-25,Wednesday,4:30 PM,Balayage,2024-12-18,7,showed
A5377,C1039,2024-12-26,Thursday,6:00 PM,Balayage,2024-12-25,1,showed
A5378,C1193,2024-12-26,Thursday,12:00 PM,Highlights,2024-12-23,3,showed
A5379,C1103,2024-12-26,Thursday,12:00 PM,Highlights,2024-12-19,7,showed
A5380,C1032,2024-12-26,Thursday,4:30 PM,Blowout,2024-12-25,1,showed
A5381,C1141,2024-12-26,Thursday,10:30 AM,Balayage,2024-12-25,1,showed
A5382,C1110,2024-12-26,Thursday,10:30 AM,Highlights,2024-12-24,2,showed
A5383,C1129,2024-12-26,Thursday,3:00 PM,Color,2024-12-12,14,showed
A5384,C1071,2024-12-26,Thursday,1:30 PM,Blowout,2024-12-19,7,no-show
A5385,C1104,2024-12-27,Friday,6:00 PM,Haircut,2024-12-24,3,showed
A5386,C1026,2024-12-27,Friday,10:30 AM,Haircut,2024-11-27,30,showed
A5387,C1080,2024-12-27,Friday,4:30 PM,Highlights,2024-12-25,2,no-show
A5388,C1186,2024-12-27,Friday,6:00 PM,Haircut,2024-12-25,2,no-show
A5389,C1103,2024-12-27,Friday,3:00 PM,Blowout,2024-12-26,1,showed
A5390,C1062,2024-12-27,Friday,9:00 AM,Blowout,2024-12-24,3,showed
A5391,C1052,2024-12-27,Friday,4:30 PM,Color,2024-12-25,2,no-show
A5392,C1115,2024-12-27,Friday,3:00 PM,Blowout,2024-12-20,7,showed
A5393,C1021,2024-12-27,Friday,12:00 PM,Haircut,2024-12-26,1,showed
A5394,C1122,2024-12-27,Friday,10:30 AM,Haircut,2024-12-13,14,showed
A5395,C1026,2024-12-27,Friday,1:30 PM,Blowout,2024-12-20,7,showed
A5396,C1027,2024-12-28,Saturday,6:00 PM,Balayage,2024-12-14,14,showed
A5397,C1091,2024-12-28,Saturday,3:00 PM,Haircut,2024-12-21,7,showed
A5398,C1149,2024-12-28,Saturday,6:00 PM,Balayage,2024-12-21,7,showed
A5399,C1094,2024-12-28,Saturday,4:30 PM,Haircut,2024-12-07,21,showed
A5400,C1088,2024-12-28,Saturday,3:00 PM,Color,2024-12-26,2,late-cancel
A5401,C1043,2024-12-28,Saturday,4:30 PM,Balayage,2024-12-21,7,late-cancel
A5402,C1036,2024-12-28,Saturday,3:00 PM,Haircut,2024-12-14,14,showed
A5403,C1107,2024-12-28,Saturday,9:00 AM,Blowout,2024-12-27,1,showed
A5404,C1158,2024-12-28,Saturday,6:00 PM,Color,2024-12-25,3,showed
A5405,C1153,2024-12-28,Saturday,3:00 PM,Balayage,2024-12-14,14,showed
A5406,C1031,2024-12-28,Saturday,1:30 PM,Highlights,2024-12-21,7,showed
A5407,C1108,2024-12-28,Saturday,9:00 AM,Haircut,2024-12-21,7,no-show
A5408,C1074,2024-12-28,Saturday,4:30 PM,Blowout,2024-12-21,7,showed
A5409,C1129,2024-12-30,Monday,10:30 AM,Highlights,2024-12-29,1,showed
A5410,C1197,2024-12-30,Monday,1:30 PM,Color,2024-12-29,1,showed
A5411,C1101,2024-12-30,Monday,6:00 PM,Balayage,2024-12-23,7,showed
A5412,C1142,2024-12-30,Monday,1:30 PM,Highlights,2024-12-27,3,showed
A5413,C1100,2024-12-31,Tuesday,4:30 PM,Highlights,2024-12-17,14,showed
A5414,C1031,2024-12-31,Tuesday,6:00 PM,Highlights,2024-12-29,2,showed
A5415,C1037,2024-12-31,Tuesday,9:00 AM,Haircut,2024-12-30,1,showed
A5416,C1038,2024-12-31,Tuesday,9:00 AM,Balayage,2024-12-28,3,showed
A5417,C1094,2024-12-31,Tuesday,6:00 PM,Blowout,2024-12-30,1,showed
A5418,C1041,2025-01-01,Wednesday,10:30 AM,Haircut,2024-12-30,2,showed
A5419,C1148,2025-01-01,Wednesday,3:00 PM,Highlights,2024-12-31,1,no-show
A5420,C1057,2025-01-01,Wednesday,12:00 PM,Haircut,2024-12-31,1,showed
A5421,C1020,2025-01-01,Wednesday,12:00 PM,Color,2024-12-18,14,no-show
A5422,C1026,2025-01-01,Wednesday,9:00 AM,Balayage,2024-12-29,3,showed
A5423,C1183,2025-01-01,Wednesday,1:30 PM,Highlights,2024-12-25,7,showed
A5424,C1060,2025-01-01,Wednesday,3:00 PM,Highlights,2024-12-25,7,showed
A5425,C1024,2025-01-02,Thursday,9:00 AM,Haircut,2025-01-01,1,showed
A5426,C1128,2025-01-02,Thursday,6:00 PM,Color,2024-12-30,3,showed
A5427,C1150,2025-01-02,Thursday,6:00 PM,Haircut,2024-12-19,14,showed
A5428,C1087,2025-01-02,Thursday,6:00 PM,Haircut,2024-12-30,3,no-show
A5429,C1198,2025-01-02,Thursday,1:30 PM,Balayage,2025-01-01,1,showed
A5430,C1060,2025-01-02,Thursday,6:00 PM,Blowout,2024-12-26,7,showed
A5431,C1093,2025-01-02,Thursday,1:30 PM,Haircut,2024-12-31,2,showed
A5432,C1119,2025-01-02,Thursday,4:30 PM,Balayage,2024-12-31,2,no-show
A5433,C1076,2025-01-03,Friday,1:30 PM,Highlights,2024-12-20,14,showed
A5434,C1119,2025-01-03,Friday,9:00 AM,Highlights,2024-12-31,3,showed
A5435,C1118,2025-01-03,Friday,6:00 PM,Blowout,2025-01-01,2,showed
A5436,C1068,2025-01-03,Friday,1:30 PM,Blowout,2024-12-20,14,showed
A5437,C1124,2025-01-03,Friday,9:00 AM,Color,2024-12-27,7,showed
A5438,C1059,2025-01-03,Friday,6:00 PM,Color,2024-12-27,7,showed
A5439,C1019,2025-01-03,Friday,3:00 PM,Highlights,2024-12-20,14,showed
A5440,C1099,2025-01-03,Friday,3:00 PM,Color,2025-01-02,1,showed
A5441,C1101,2025-01-03,Friday,1:30 PM,Color,2024-12-27,7,showed
A5442,C1133,2025-01-03,Friday,9:00 AM,Balayage,2024-12-20,14,showed
A5443,C1003,2025-01-03,Friday,1:30 PM,Color,2024-12-31,3,showed
A5444,C1181,2025-01-04,Saturday,12:00 PM,Color,2025-01-02,2,showed
A5445,C1103,2025-01-04,Saturday,4:30 PM,Color,2025-01-01,3,showed
A5446,C1136,2025-01-04,Saturday,3:00 PM,Balayage,2025-01-01,3,showed
A5447,C1172,2025-01-04,Saturday,6:00 PM,Highlights,2024-12-28,7,showed
A5448,C1101,2025-01-04,Saturday,10:30 AM,Color,2024-12-28,7,showed
A5449,C1095,2025-01-04,Saturday,12:00 PM,Haircut,2024-12-21,14,late-cancel
A5450,C1135,2025-01-04,Saturday,3:00 PM,Color,2024-12-14,21,showed
A5451,C1191,2025-01-04,Saturday,12:00 PM,Blowout,2025-01-03,1,showed
A5452,C1066,2025-01-04,Saturday,12:00 PM,Color,2024-12-21,14,showed
A5453,C1106,2025-01-04,Saturday,4:30 PM,Balayage,2025-01-01,3,showed
A5454,C1128,2025-01-04,Saturday,12:00 PM,Highlights,2024-12-28,7,showed
A5455,C1151,2025-01-04,Saturday,9:00 AM,Color,2024-12-28,7,showed
A5456,C1038,2025-01-04,Saturday,1:30 PM,Color,2024-12-21,14,showed
A5457,C1034,2025-01-06,Monday,10:30 AM,Color,2025-01-03,3,no-show
A5458,C1046,2025-01-06,Monday,4:30 PM,Color,2025-01-04,2,showed
A5459,C1020,2025-01-06,Monday,6:00 PM,Highlights,2024-12-23,14,showed
A5460,C1156,2025-01-06,Monday,1:30 PM,Haircut,2025-01-05,1,showed
A5461,C1076,2025-01-07,Tuesday,3:00 PM,Highlights,2025-01-05,2,showed
A5462,C1142,2025-01-07,Tuesday,3:00 PM,Color,2025-01-04,3,no-show
A5463,C1045,2025-01-07,Tuesday,6:00 PM,Balayage,2024-12-17,21,late-cancel
A5464,C1150,2025-01-07,Tuesday,10:30 AM,Color,2024-12-24,14,no-show
A5465,C1047,2025-01-07,Tuesday,3:00 PM,Blowout,2024-12-31,7,no-show
A5466,C1069,2025-01-08,Wednesday,1:30 PM,Highlights,2025-01-06,2,showed
A5467,C1109,2025-01-08,Wednesday,6:00 PM,Haircut,2025-01-01,7,showed
A5468,C1195,2025-01-08,Wednesday,10:30 AM,Haircut,2025-01-07,1,showed
A5469,C1200,2025-01-08,Wednesday,12:00 PM,Haircut,2025-01-07,1,showed
A5470,C1051,2025-01-08,Wednesday,1:30 PM,Balayage,2025-01-06,2,showed
A5471,C1097,2025-01-08,Wednesday,6:00 PM,Haircut,2025-01-01,7,showed
A5472,C1145,2025-01-08,Wednesday,1:30 PM,Balayage,2025-01-06,2,showed
A5473,C1002,2025-01-09,Thursday,3:00 PM,Haircut,2025-01-02,7,showed
A5474,C1084,2025-01-09,Thursday,10:30 AM,Highlights,2025-01-07,2,showed
A5475,C1141,2025-01-09,Thursday,4:30 PM,Blowout,2025-01-06,3,showed
A5476,C1033,2025-01-09,Thursday,10:30 AM,Balayage,2025-01-06,3,showed
A5477,C1041,2025-01-09,Thursday,9:00 AM,Balayage,2024-12-26,14,showed
A5478,C1077,2025-01-09,Thursday,3:00 PM,Balayage,2024-12-10,30,showed
A5479,C1184,2025-01-09,Thursday,1:30 PM,Highlights,2025-01-06,3,showed
A5480,C1043,2025-01-09,Thursday,12:00 PM,Highlights,2025-01-02,7,showed
A5481,C1068,2025-01-10,Friday,4:30 PM,Blowout,2025-01-03,7,showed
A5482,C1001,2025-01-10,Friday,3:00 PM,Balayage,2025-01-03,7,late-cancel
A5483,C1192,2025-01-10,Friday,12:00 PM,Balayage,2025-01-07,3,late-cancel
A5484,C1012,2025-01-10,Friday,4:30 PM,Haircut,2025-01-03,7,showed
A5485,C1044,2025-01-10,Friday,10:30 AM,Color,2025-01-03,7,showed
A5486,C1199,2025-01-10,Friday,12:00 PM,Color,2024-12-27,14,showed
A5487,C1139,2025-01-10,Friday,9:00 AM,Blowout,2025-01-03,7,showed
A5488,C1090,2025-01-10,Friday,10:30 AM,Color,2024-12-20,21,showed
A5489,C1063,2025-01-10,Friday,9:00 AM,Color,2025-01-07,3,showed
A5490,C1085,2025-01-10,Friday,9:00 AM,Haircut,2025-01-07,3,showed
A5491,C1087,2025-01-10,Friday,6:00 PM,Haircut,2025-01-08,2,no-show
A5492,C1104,2025-01-11,Saturday,6:00 PM,Blowout,2025-01-04,7,showed
A5493,C1054,2025-01-11,Saturday,6:00 PM,Color,2025-01-04,7,no-show
A5494,C1042,2025-01-11,Saturday,10:30 AM,Balayage,2025-01-09,2,showed
A5495,C1034,2025-01-11,Saturday,3:00 PM,Haircut,2025-01-10,1,showed
A5496,C1138,2025-01-11,Saturday,10:30 AM,Haircut,2024-12-12,30,showed
A5497,C1069,2025-01-11,Saturday,9:00 AM,Color,2024-12-28,14,showed
A5498,C1200,2025-01-11,Saturday,3:00 PM,Balayage,2025-01-08,3,showed
A5499,C1154,2025-01-11,Saturday,9:00 AM,Haircut,2025-01-04,7,showed
A5500,C1103,2025-01-11,Saturday,1:30 PM,Balayage,2025-01-09,2,showed
A5501,C1041,2025-01-11,Saturday,9:00 AM,Balayage,2025-01-10,1,showed
A5502,C1069,2025-01-11,Saturday,3:00 PM,Color,2025-01-04,7,showed
A5503,C1026,2025-01-11,Saturday,10:30 AM,Balayage,2025-01-04,7,showed
A5504,C1026,2025-01-11,Saturday,10:30 AM,Balayage,2025-01-08,3,showed
A5505,C1071,2025-01-13,Monday,10:30 AM,Blowout,2025-01-10,3,showed
A5506,C1099,2025-01-13,Monday,10:30 AM,Haircut,2025-01-12,1,showed
A5507,C1115,2025-01-13,Monday,10:30 AM,Haircut,2024-12-30,14,no-show
A5508,C1152,2025-01-13,Monday,4:30 PM,Blowout,2025-01-11,2,showed
A5509,C1036,2025-01-14,Tuesday,10:30 AM,Color,2025-01-12,2,showed
A5510,C1177,2025-01-14,Tuesday,12:00 PM,Highlights,2025-01-12,2,no-show
A5511,C1025,2025-01-14,Tuesday,4:30 PM,Color,2025-01-12,2,showed
A5512,C1077,2025-01-14,Tuesday,6:00 PM,Haircut,2025-01-12,2,showed
A5513,C1152,2025-01-14,Tuesday,10:30 AM,Highlights,2025-01-11,3,showed
A5514,C1096,2025-01-15,Wednesday,12:00 PM,Color,2025-01-08,7,showed
A5515,C1140,2025-01-15,Wednesday,6:00 PM,Highlights,2025-01-13,2,showed
A5516,C1180,2025-01-15,Wednesday,6:00 PM,Haircut,2024-12-25,21,showed
A5517,C1002,2025-01-15,Wednesday,3:00 PM,Balayage,2025-01-12,3,showed
A5518,C1163,2025-01-15,Wednesday,3:00 PM,Color,2025-01-12,3,showed
A5519,C1194,2025-01-15,Wednesday,3:00 PM,Blowout,2025-01-13,2,showed
A5520,C1159,2025-01-15,Wednesday,10:30 AM,Highlights,2024-12-25,21,showed
A5521,C1075,2025-01-16,Thursday,12:00 PM,Haircut,2024-12-26,21,showed
A5522,C1129,2025-01-16,Thursday,12:00 PM,Blowout,2025-01-02,14,showed
A5523,C1139,2025-01-16,Thursday,6:00 PM,Highlights,2025-01-14,2,showed
A5524,C1123,2025-01-16,Thursday,6:00 PM,Color,2025-01-15,1,no-show
A5525,C1131,2025-01-16,Thursday,1:30 PM,Color,2025-01-14,2,showed
A5526,C1093,2025-01-16,Thursday,10:30 AM,Highlights,2025-01-13,3,showed
A5527,C1150,2025-01-16,Thursday,3:00 PM,Color,2025-01-13,3,showed
A5528,C1003,2025-01-16,Thursday,3:00 PM,Color,2025-01-02,14,showed
A5529,C1163,2025-01-17,Friday,6:00 PM,Highlights,2025-01-14,3,showed
A5530,C1049,2025-01-17,Friday,12:00 PM,Color,2025-01-10,7,showed
A5531,C1044,2025-01-17,Friday,10:30 AM,Highlights,2025-01-03,14,showed
A5532,C1045,2025-01-17,Friday,6:00 PM,Haircut,2025-01-10,7,showed
A5533,C1101,2025-01-17,Friday,4:30 PM,Balayage,2025-01-15,2,no-show
A5534,C1105,2025-01-17,Friday,12:00 PM,Highlights,2025-01-14,3,showed
A5535,C1149,2025-01-17,Friday,10:30 AM,Color,2025-01-14,3,showed
A5536,C1166,2025-01-17,Friday,4:30 PM,Color,2025-01-16,1,showed
A5537,C1195,2025-01-17,Friday,10:30 AM,Color,2025-01-16,1,showed
A5538,C1159,2025-01-17,Friday,10:30 AM,Highlights,2025-01-15,2,showed
A5539,C1152,2025-01-17,Friday,6:00 PM,Haircut,2025-01-15,2,showed
A5540,C1006,2025-01-18,Saturday,10:30 AM,Balayage,2024-12-28,21,late-cancel
A5541,C1103,2025-01-18,Saturday,9:00 AM,Balayage,2025-01-16,2,showed
A5542,C1112,2025-01-18,Saturday,1:30 PM,Highlights,2025-01-04,14,showed
A5543,C1091,2025-01-18,Saturday,3:00 PM,Highlights,2025-01-17,1,no-show
A5544,C1045,2025-01-18,Saturday,1:30 PM,Haircut,2025-01-16,2,showed
A5545,C1038,2025-01-18,Saturday,4:30 PM,Haircut,2025-01-04,14,showed
A5546,C1051,2025-01-18,Saturday,9:00 AM,Haircut,2025-01-04,14,showed
A5547,C1067,2025-01-18,Saturday,9:00 AM,Balayage,2025-01-16,2,showed
A5548,C1184,2025-01-18,Saturday,12:00 PM,Highlights,2025-01-17,1,showed
A5549,C1192,2025-01-18,Saturday,10:30 AM,Balayage,2025-01-16,2,showed
A5550,C1134,2025-01-18,Saturday,1:30 PM,Haircut,2025-01-15,3,showed
A5551,C1065,2025-01-18,Saturday,10:30 AM,Blowout,2025-01-11,7,showed
A5552,C1110,2025-01-18,Saturday,1:30 PM,Highlights,2025-01-04,14,showed
A5553,C1141,2025-01-20,Monday,9:00 AM,Balayage,2025-01-17,3,showed
A5554,C1045,2025-01-20,Monday,10:30 AM,Haircut,2025-01-18,2,showed
A5555,C1057,2025-01-20,Monday,12:00 PM,Highlights,2025-01-17,3,no-show
A5556,C1128,2025-01-20,Monday,12:00 PM,Highlights,2025-01-18,2,showed
A5557,C1051,2025-01-21,Tuesday,1:30 PM,Blowout,2025-01-14,7,showed
A5558,C1003,2025-01-21,Tuesday,6:00 PM,Highlights,2025-01-19,2,showed
A5559,C1058,2025-01-21,Tuesday,6:00 PM,Color,2025-01-18,3,showed
A5560,C1072,2025-01-21,Tuesday,10:30 AM,Color,2025-01-14,7,showed
A5561,C1069,2025-01-21,Tuesday,9:00 AM,Haircut,2025-01-20,1,showed
A5562,C1087,2025-01-22,Wednesday,12:00 PM,Balayage,2025-01-15,7,showed
A5563,C1024,2025-01-22,Wednesday,12:00 PM,Color,2025-01-19,3,no-show
A5564,C1152,2025-01-22,Wednesday,6:00 PM,Haircut,2025-01-15,7,showed
A5565,C1137,2025-01-22,Wednesday,4:30 PM,Balayage,2025-01-21,1,no-show
A5566,C1126,2025-01-22,Wednesday,4:30 PM,Balayage,2025-01-08,14,showed
A5567,C1117,2025-01-22,Wednesday,3:00 PM,Highlights,2025-01-15,7,showed
A5568,C1102,2025-01-22,Wednesday,9:00 AM,Blowout,2025-01-15,7,showed
A5569,C1090,2025-01-23,Thursday,12:00 PM,Balayage,2025-01-09,14,showed
A5570,C1100,2025-01-23,Thursday,1:30 PM,Blowout,2025-01-09,14,showed
A5571,C1018,2025-01-23,Thursday,12:00 PM,Haircut,2025-01-20,3,showed
A5572,C1192,2025-01-23,Thursday,9:00 AM,Haircut,2025-01-16,7,showed
A5573,C1179,2025-01-23,Thursday,6:00 PM,Haircut,2025-01-21,2,no-show
A5574,C1133,2025-01-23,Thursday,9:00 AM,Balayage,2025-01-20,3,showed
A5575,C1099,2025-01-23,Thursday,10:30 AM,Highlights,2025-01-22,1,showed
A5576,C1009,2025-01-23,Thursday,9:00 AM,Color,2025-01-20,3,showed
A5577,C1109,2025-01-24,Friday,10:30 AM,Color,2025-01-17,7,no-show
A5578,C1124,2025-01-24,Friday,4:30 PM,Color,2025-01-17,7,no-show
A5579,C1104,2025-01-24,Friday,6:00 PM,Haircut,2025-01-21,3,showed
A5580,C1189,2025-01-24,Friday,1:30 PM,Balayage,2025-01-22,2,showed
A5581,C1199,2025-01-24,Friday,9:00 AM,Blowout,2025-01-23,1,no-show
A5582,C1166,2025-01-24,Friday,12:00 PM,Color,2025-01-17,7,showed
A5583,C1154,2025-01-24,Friday,9:00 AM,Balayage,2025-01-10,14,showed
A5584,C1107,2025-01-24,Friday,4:30 PM,Color,2025-01-22,2,showed
A5585,C1129,2025-01-24,Friday,1:30 PM,Haircut,2025-01-10,14,showed
A5586,C1164,2025-01-24,Friday,9:00 AM,Highlights,2025-01-21,3,showed
A5587,C1031,2025-01-24,Friday,9:00 AM,Highlights,2025-01-17,7,showed
A5588,C1196,2025-01-25,Saturday,9:00 AM,Blowout,2025-01-18,7,showed
A5589,C1114,2025-01-25,Saturday,1:30 PM,Color,2025-01-24,1,showed
A5590,C1018,2025-01-25,Saturday,10:30 AM,Blowout,2025-01-22,3,showed
A5591,C1004,2025-01-25,Saturday,6:00 PM,Blowout,2025-01-22,3,showed
A5592,C1131,2025-01-25,Saturday,9:00 AM,Blowout,2025-01-11,14,showed
A5593,C1126,2025-01-25,Saturday,10:30 AM,Balayage,2025-01-24,1,showed
A5594,C1197,2025-01-25,Saturday,6:00 PM,Color,2025-01-23,2,showed
A5595,C1002,2025-01-25,Saturday,6:00 PM,Highlights,2025-01-18,7,showed
A5596,C1151,2025-01-25,Saturday,9:00 AM,Color,2025-01-23,2,showed
A5597,C1176,2025-01-25,Saturday,10:30 AM,Haircut,2025-01-04,21,showed
A5598,C1084,2025-01-25,Saturday,4:30 PM,Blowout,2025-01-22,3,showed
A5599,C1092,2025-01-25,Saturday,3:00 PM,Balayage,2025-01-11,14,showed
A5600,C1154,2025-01-25,Saturday,3:00 PM,Highlights,2025-01-23,2,showed
A5601,C1001,2025-01-27,Monday,3:00 PM,Blowout,2025-01-24,3,showed
A5602,C1060,2025-01-27,Monday,3:00 PM,Highlights,2025-01-20,7,showed
A5603,C1014,2025-01-27,Monday,6:00 PM,Haircut,2025-01-20,7,showed
A5604,C1107,2025-01-27,Monday,6:00 PM,Haircut,2025-01-24,3,showed
A5605,C1165,2025-01-28,Tuesday,10:30 AM,Haircut,2025-01-26,2,showed
A5606,C1149,2025-01-28,Tuesday,6:00 PM,Haircut,2025-01-14,14,showed
A5607,C1065,2025-01-28,Tuesday,3:00 PM,Color,2025-01-14,14,showed
A5608,C1024,2025-01-28,Tuesday,10:30 AM,Balayage,2025-01-25,3,showed
A5609,C1014,2025-01-28,Tuesday,10:30 AM,Balayage,2025-01-07,21,showed
A5610,C1013,2025-01-29,Wednesday,3:00 PM,Blowout,2025-01-27,2,no-show
A5611,C1164,2025-01-29,Wednesday,6:00 PM,Haircut,2025-01-15,14,showed
A5612,C1136,2025-01-29,Wednesday,1:30 PM,Blowout,2025-01-27,2,no-show
A5613,C1198,2025-01-29,Wednesday,12:00 PM,Blowout,2025-01-27,2,showed
A5614,C1170,2025-01-29,Wednesday,1:30 PM,Color,2025-01-15,14,showed
A5615,C1087,2025-01-29,Wednesday,10:30 AM,Balayage,2025-01-08,21,showed
A5616,C1108,2025-01-29,Wednesday,1:30 PM,Blowout,2025-01-22,7,showed
A5617,C1099,2025-01-30,Thursday,10:30 AM,Balayage,2025-01-16,14,showed
A5618,C1143,2025-01-30,Thursday,10:30 AM,Haircut,2025-01-29,1,showed
A5619,C1015,2025-01-30,Thursday,6:00 PM,Color,2025-01-23,7,showed
A5620,C1173,2025-01-30,Thursday,12:00 PM,Highlights,2025-01-09,21,showed
A5621,C1153,2025-01-30,Thursday,4:30 PM,Color,2025-01-27,3,showed
A5622,C1134,2025-01-30,Thursday,1:30 PM,Haircut,2025-01-23,7,late-cancel
A5623,C1192,2025-01-30,Thursday,4:30 PM,Color,2025-01-28,2,showed
A5624,C1096,2025-01-30,Thursday,3:00 PM,Haircut,2025-01-28,2,showed
A5625,C1040,2025-01-31,Friday,1:30 PM,Highlights,2025-01-10,21,showed
A5626,C1069,2025-01-31,Friday,1:30 PM,Haircut,2025-01-24,7,showed
A5627,C1195,2025-01-31,Friday,10:30 AM,Highlights,2025-01-28,3,showed
A5628,C1196,2025-01-31,Friday,12:00 PM,Haircut,2025-01-17,14,showed
A5629,C1196,2025-01-31,Friday,3:00 PM,Haircut,2025-01-28,3,showed
A5630,C1095,2025-01-31,Friday,12:00 PM,Haircut,2025-01-17,14,showed
A5631,C1180,2025-01-31,Friday,3:00 PM,Blowout,2025-01-29,2,showed
A5632,C1184,2025-01-31,Friday,1:30 PM,Color,2025-01-24,7,showed
A5633,C1183,2025-01-31,Friday,10:30 AM,Color,2025-01-28,3,showed
A5634,C1010,2025-01-31,Friday,6:00 PM,Balayage,2025-01-28,3,showed
A5635,C1136,2025-01-31,Friday,3:00 PM,Haircut,2025-01-28,3,no-show
A5636,C1149,2025-02-01,Saturday,6:00 PM,Balayage,2025-01-29,3,showed
